_genre,type,release_year,age_certification,total_media,imdb_vote
european,MOVIE,2000,R,1,25432
drama,SHOW,2016,TV-Y7,2,25215
comedy,MOVIE,2003,,3,24811
reality,SHOW,2018,TV-PG,7,24775
crime,MOVIE,2015,PG-13,1,24676
music,MOVIE,2014,PG-13,1,24456
reality,SHOW,2000,TV-PG,1,24368
crime,SHOW,2021,,6,24351
animation,SHOW,2012,TV-14,3,24314
scifi,SHOW,2011,TV-14,4,24252
comedy,SHOW,2010,TV-G,1,24224
drama,SHOW,2010,TV-G,1,24224
family,SHOW,2010,TV-G,1,24224
music,SHOW,2010,TV-G,1,24224
romance,SHOW,2010,TV-G,1,24224
sport,SHOW,2010,TV-G,1,24224
music,MOVIE,2021,PG-13,1,24003
action,MOVIE,2021,PG,3,24001
reality,MOVIE,2020,,1,23979
scifi,MOVIE,2019,PG,1,23651
documentation,MOVIE,2007,PG-13,1,23541
action,MOVIE,2014,,9,23537
history,SHOW,2020,,2,23533
european,SHOW,2010,TV-MA,1,23523
reality,SHOW,2018,TV-14,5,23440
family,SHOW,2013,TV-G,6,23358
crime,MOVIE,2004,PG,1,23307
romance,SHOW,2021,,7,23307
action,SHOW,2020,,3,23254
family,MOVIE,2022,,6,23155
animation,MOVIE,2020,,20,23152
crime,MOVIE,2010,PG-13,2,23139
crime,MOVIE,2010,PG,2,23106
action,MOVIE,2004,G,1,23076
romance,MOVIE,2004,G,1,23076
war,MOVIE,2004,G,1,23076
action,MOVIE,2008,,4,23014
horror,MOVIE,2022,,3,22593
crime,MOVIE,2006,,1,22505
drama,MOVIE,1996,PG-13,2,22357
comedy,SHOW,2008,TV-MA,3,22295
western,SHOW,2016,TV-14,1,22256
war,SHOW,2020,,1,22045
thriller,SHOW,2018,TV-Y7,2,22007
action,MOVIE,2018,PG,3,21931
history,MOVIE,2013,PG-13,1,21882
documentation,SHOW,2018,TV-14,7,21751
horror,SHOW,2008,TV-MA,2,21540
scifi,SHOW,2008,TV-MA,2,21540
crime,SHOW,2004,TV-MA,1,21531
documentation,SHOW,2004,TV-MA,1,21531
drama,SHOW,2004,TV-MA,1,21531
fantasy,MOVIE,2014,R,1,21514
animation,MOVIE,2017,,8,21454
comedy,SHOW,2013,TV-G,5,21430
comedy,SHOW,2021,,12,21374
animation,SHOW,2020,TV-MA,4,21312
scifi,MOVIE,2018,PG,2,21122
scifi,MOVIE,2022,,2,21001
comedy,MOVIE,1994,,1,20986
action,SHOW,1998,TV-Y,1,20888
animation,SHOW,1998,TV-Y,1,20888
comedy,SHOW,1998,TV-Y,1,20888
drama,SHOW,1998,TV-Y,1,20888
family,SHOW,1998,TV-Y,1,20888
fantasy,SHOW,1998,TV-Y,1,20888
scifi,SHOW,1998,TV-Y,1,20888
drama,SHOW,2013,TV-G,5,20887
war,SHOW,2019,TV-MA,5,20855
animation,SHOW,2015,TV-Y7,7,20822
documentation,SHOW,2020,TV-PG,8,20786
fantasy,SHOW,2010,TV-Y7,1,20708
music,SHOW,2010,TV-Y7,1,20708
horror,SHOW,2016,TV-MA,3,20615
crime,MOVIE,2004,R,1,20611
history,MOVIE,2004,R,1,20611
thriller,MOVIE,2018,G,2,20576
romance,SHOW,2019,,10,20502
comedy,MOVIE,2012,,15,20403
reality,SHOW,2003,TV-14,2,20355
comedy,MOVIE,1987,R,2,20297
documentation,MOVIE,1987,R,2,20297
crime,MOVIE,2008,,3,20271
music,MOVIE,2012,PG-13,1,20194
action,SHOW,2015,TV-Y7,6,20110
history,SHOW,2021,TV-14,3,20002
scifi,SHOW,2017,TV-14,9,19872
romance,MOVIE,1996,PG-13,1,19829
family,SHOW,2015,TV-Y7,6,19774
animation,MOVIE,2017,PG-13,4,19715
music,MOVIE,2022,R,1,19689
european,SHOW,2008,TV-MA,1,19684
animation,SHOW,2008,TV-14,2,19479
drama,SHOW,2008,TV-14,2,19479
romance,SHOW,2008,TV-14,2,19479
european,SHOW,2014,TV-MA,1,19259
action,SHOW,2021,,2,18822
drama,MOVIE,2005,,5,18820
sport,MOVIE,2022,PG,2,18788
family,MOVIE,2017,,13,18652
family,MOVIE,2018,,12,18592
action,SHOW,2020,TV-14,11,18590
music,MOVIE,2020,PG,2,18590
european,MOVIE,2017,PG,1,18484
crime,MOVIE,2015,,6,18460
documentation,SHOW,2016,TV-MA,6,18407
scifi,SHOW,2020,TV-PG,3,18308
comedy,MOVIE,1994,G,1,18224
drama,MOVIE,1994,G,1,18224
music,MOVIE,1994,G,1,18224
romance,MOVIE,1994,G,1,18224
crime,MOVIE,2018,G,1,18165
documentation,MOVIE,2018,G,1,18165
thriller,MOVIE,2017,PG,3,18143
history,MOVIE,2022,,1,18057
action,MOVIE,2020,PG,2,18042
fantasy,SHOW,2015,TV-Y7,3,17959
history,SHOW,2020,TV-14,4,17757
thriller,SHOW,2019,TV-14,3,17755
documentation,MOVIE,2013,PG,4,17479
music,MOVIE,2015,PG,3,17419
comedy,SHOW,2019,TV-PG,10,17400
european,SHOW,2016,,4,17139
war,MOVIE,2022,,1,17101
fantasy,SHOW,2011,TV-PG,2,17049
comedy,MOVIE,2004,,5,17031
action,MOVIE,2003,,1,17029
crime,MOVIE,2003,,1,17029
action,SHOW,2007,TV-14,1,17024
animation,SHOW,2007,TV-14,1,17024
comedy,SHOW,2007,TV-14,1,17024
drama,SHOW,2007,TV-14,1,17024
scifi,SHOW,2007,TV-14,1,17024
documentation,MOVIE,2018,PG,4,17020
european,MOVIE,2020,R,1,16939
romance,MOVIE,2014,,8,16931
documentation,MOVIE,2022,R,5,16839
sport,SHOW,2018,TV-MA,3,16793
family,SHOW,2020,TV-PG,4,16778
animation,MOVIE,2018,PG-13,3,16679
family,MOVIE,2020,G,9,16675
fantasy,SHOW,2017,TV-14,7,16666
drama,MOVIE,1995,,3,16661
romance,MOVIE,1995,,3,16661
comedy,SHOW,2019,,16,16590
comedy,MOVIE,2022,PG,1,16320
romance,SHOW,2015,TV-MA,1,16273
history,MOVIE,2002,,1,16225
comedy,MOVIE,2018,G,8,16201
action,MOVIE,1966,PG-13,1,16168
european,MOVIE,1966,PG-13,1,16168
western,MOVIE,1966,PG-13,1,16168
comedy,SHOW,2015,TV-G,4,16026
action,SHOW,2000,TV-14,1,15823
animation,SHOW,2000,TV-14,1,15823
fantasy,SHOW,2000,TV-14,1,15823
romance,SHOW,2000,TV-14,1,15823
scifi,SHOW,2000,TV-14,1,15823
comedy,SHOW,2009,TV-G,3,15767
family,SHOW,2009,TV-G,3,15767
history,SHOW,2018,TV-MA,4,15563
comedy,MOVIE,2010,G,4,15458
music,MOVIE,2020,,15,15359
comedy,MOVIE,2005,,5,15285
reality,SHOW,2019,TV-14,8,15230
history,SHOW,2019,,4,15214
comedy,MOVIE,1982,R,1,15186
documentation,MOVIE,1982,R,1,15186
action,SHOW,2010,TV-14,4,15171
romance,MOVIE,2022,R,3,15169
animation,SHOW,2010,TV-14,2,15139
scifi,SHOW,2010,TV-14,2,15139
romance,MOVIE,2006,,3,15116
war,SHOW,2021,TV-MA,4,15062
documentation,SHOW,2016,TV-14,3,15023
action,SHOW,2011,TV-MA,2,15013
documentation,MOVIE,2016,R,2,14851
comedy,SHOW,2017,,12,14850
drama,MOVIE,1990,,4,14823
history,MOVIE,2015,,2,14807
action,SHOW,2020,TV-PG,2,14799
drama,SHOW,2006,TV-PG,1,14782
family,SHOW,2006,TV-PG,1,14782
fantasy,SHOW,2006,TV-PG,1,14782
scifi,SHOW,2006,TV-PG,1,14782
crime,MOVIE,2017,PG,2,14733
family,SHOW,2020,TV-G,6,14654
documentation,MOVIE,2019,PG,3,14630
action,MOVIE,2016,NC-17,1,14501
animation,MOVIE,2016,NC-17,1,14501
drama,MOVIE,2016,NC-17,1,14501
fantasy,MOVIE,2016,NC-17,1,14501
horror,MOVIE,2016,NC-17,1,14501
scifi,MOVIE,2016,NC-17,1,14501
thriller,MOVIE,2016,NC-17,1,14501
drama,SHOW,2018,,16,14499
drama,SHOW,2019,TV-G,1,14464
scifi,SHOW,2019,TV-G,1,14464
european,SHOW,2015,TV-14,4,14381
action,MOVIE,2009,PG,1,14380
comedy,SHOW,2020,TV-G,4,14333
comedy,SHOW,2008,TV-14,1,14307
war,MOVIE,2013,,2,14304
comedy,MOVIE,1986,R,1,14277
romance,MOVIE,1986,R,1,14277
music,MOVIE,2021,,13,14270
romance,SHOW,2006,TV-14,2,14180
drama,SHOW,2020,TV-G,3,14120
european,MOVIE,2020,PG-13,1,14021
comedy,SHOW,2010,TV-14,1,13848
fantasy,SHOW,2010,TV-14,1,13848
thriller,MOVIE,2005,,2,13845
comedy,SHOW,2009,TV-14,3,13832
comedy,MOVIE,2019,G,3,13685
drama,MOVIE,1993,PG-13,2,13683
action,MOVIE,2019,NC-17,1,13680
comedy,MOVIE,2019,NC-17,1,13680
crime,MOVIE,2019,NC-17,1,13680
drama,MOVIE,2019,NC-17,1,13680
thriller,MOVIE,2019,NC-17,1,13680
family,MOVIE,2019,G,3,13667
war,SHOW,2017,TV-MA,5,13589
drama,SHOW,2015,TV-G,2,13566
comedy,MOVIE,2020,G,5,13533
european,MOVIE,2010,,1,13446
history,MOVIE,2010,,1,13446
family,SHOW,1995,TV-PG,1,13361
fantasy,SHOW,1995,TV-PG,1,13361
horror,SHOW,1995,TV-PG,1,13361
music,SHOW,1995,TV-PG,1,13361
scifi,SHOW,1995,TV-PG,1,13361
thriller,SHOW,1995,TV-PG,1,13361
documentation,SHOW,2019,,6,13347
animation,MOVIE,2019,G,2,13324
fantasy,MOVIE,2019,G,2,13324
action,MOVIE,2005,,2,13272
crime,MOVIE,2005,,2,13272
scifi,MOVIE,2019,G,1,13267
animation,SHOW,2017,TV-14,6,13258
animation,SHOW,2011,TV-MA,2,13245
sport,MOVIE,2005,PG,1,13034
music,SHOW,2019,TV-MA,5,12983
fantasy,MOVIE,2022,R,2,12971
sport,MOVIE,2015,PG-13,1,12886
documentation,MOVIE,2015,PG-13,2,12868
drama,SHOW,2011,TV-PG,2,12824
romance,SHOW,2011,TV-PG,2,12824
action,MOVIE,2012,,7,12790
horror,SHOW,2011,TV-14,1,12741
animation,MOVIE,2017,PG,6,12704
animation,SHOW,2011,TV-PG,1,12682
fantasy,SHOW,2011,TV-MA,1,12568
drama,SHOW,2017,,11,12545
thriller,MOVIE,2008,,5,12542
comedy,SHOW,1994,TV-PG,1,12535
drama,SHOW,1994,TV-PG,1,12535
family,SHOW,1994,TV-PG,1,12535
comedy,SHOW,2016,,5,12522
western,MOVIE,2017,,3,12491
reality,SHOW,2021,TV-MA,16,12443
european,MOVIE,2015,PG-13,1,12395
family,SHOW,2012,TV-14,1,12363
action,MOVIE,2012,NC-17,1,12278
animation,MOVIE,2012,NC-17,1,12278
drama,MOVIE,2012,NC-17,1,12278
fantasy,MOVIE,2012,NC-17,1,12278
horror,MOVIE,2012,NC-17,1,12278
war,MOVIE,2012,NC-17,1,12278
war,MOVIE,2014,,2,12276
animation,MOVIE,2022,R,1,12270
history,SHOW,2018,TV-14,4,12212
drama,SHOW,2016,,6,12206
sport,MOVIE,2020,PG-13,2,12203
crime,SHOW,2020,TV-14,5,12200
drama,MOVIE,2020,G,2,12183
thriller,SHOW,2019,,11,12083
music,SHOW,2018,TV-14,5,12043
war,MOVIE,2002,,2,11974
music,MOVIE,2015,R,1,11963
music,MOVIE,2013,,2,11954
comedy,SHOW,2021,TV-Y7,10,11953
comedy,MOVIE,2002,,2,11907
documentation,MOVIE,2015,PG,2,11828
family,MOVIE,2018,PG-13,1,11785
drama,MOVIE,2004,,5,11706
animation,SHOW,2020,TV-PG,3,11701
reality,SHOW,2019,TV-PG,8,11608
fantasy,SHOW,2015,TV-G,2,11606
scifi,SHOW,2015,TV-G,2,11606
comedy,MOVIE,2008,PG,3,11511
history,MOVIE,1993,PG-13,1,11506
western,MOVIE,1993,PG-13,1,11506
animation,SHOW,2021,TV-Y7,9,11474
family,SHOW,2021,TV-Y7,9,11474
reality,SHOW,2020,TV-14,7,11427
crime,MOVIE,1980,R,1,11329
western,MOVIE,1980,R,1,11329
action,MOVIE,2008,NC-17,1,11241
crime,MOVIE,2008,NC-17,1,11241
drama,MOVIE,2008,NC-17,1,11241
thriller,MOVIE,2008,NC-17,1,11241
animation,SHOW,2018,TV-PG,5,11205
reality,SHOW,2018,TV-MA,11,11201
european,MOVIE,2007,,4,11194
romance,MOVIE,2012,PG,2,11113
crime,MOVIE,2013,PG-13,1,11059
sport,MOVIE,2013,PG,2,11053
crime,SHOW,2020,,5,10998
sport,MOVIE,2018,,7,10848
scifi,MOVIE,2016,PG,1,10764
action,SHOW,2021,TV-Y7,7,10740
fantasy,SHOW,2021,TV-Y7,7,10740
crime,MOVIE,2021,PG,1,10714
sport,MOVIE,2014,PG-13,1,10656
fantasy,SHOW,2018,TV-PG,3,10648
romance,MOVIE,1999,,3,10630
history,MOVIE,2021,R,2,10581
animation,SHOW,2020,TV-14,8,10554
comedy,MOVIE,2006,G,1,10528
drama,MOVIE,2006,G,1,10528
romance,MOVIE,2006,G,1,10528
action,SHOW,2007,TV-PG,1,10523
animation,SHOW,2007,TV-PG,1,10523
comedy,SHOW,2007,TV-PG,1,10523
reality,SHOW,2007,TV-PG,1,10523
documentation,MOVIE,2012,,3,10495
history,SHOW,2020,TV-PG,2,10477
romance,MOVIE,2010,R,1,10415
war,MOVIE,2019,PG-13,1,10357
comedy,SHOW,2013,,2,10340
fantasy,SHOW,2020,TV-G,2,10334
drama,SHOW,2013,,1,10329
romance,SHOW,2013,,1,10329
animation,MOVIE,2012,R,1,10257
fantasy,MOVIE,2012,R,1,10257
horror,MOVIE,2012,R,1,10257
family,MOVIE,2006,,2,10175
history,MOVIE,2007,PG-13,1,10139
romance,SHOW,2015,TV-Y7,1,10102
action,MOVIE,2017,PG,1,10092
comedy,SHOW,2015,TV-Y7,5,10075
documentation,MOVIE,2018,PG-13,3,10053
animation,SHOW,2019,TV-Y7,7,9996
music,SHOW,2020,TV-G,3,9971
family,SHOW,1992,TV-G,1,9955
action,MOVIE,2013,NC-17,1,9942
animation,MOVIE,2013,NC-17,1,9942
drama,MOVIE,2013,NC-17,1,9942
fantasy,MOVIE,2013,NC-17,1,9942
horror,MOVIE,2013,NC-17,1,9942
romance,MOVIE,2013,NC-17,1,9942
documentation,SHOW,2019,TV-PG,4,9922
war,SHOW,2019,,2,9709
animation,SHOW,1994,TV-Y,1,9708
comedy,SHOW,1994,TV-Y,1,9708
family,SHOW,1994,TV-Y,1,9708
fantasy,SHOW,1994,TV-Y,1,9708
scifi,SHOW,1994,TV-Y,1,9708
action,MOVIE,2022,R,2,9689
european,SHOW,2010,TV-PG,1,9564
reality,SHOW,2010,TV-PG,1,9564
romance,MOVIE,2013,PG,1,9535
documentation,MOVIE,2019,PG-13,4,9532
documentation,SHOW,2020,TV-G,1,9461
scifi,SHOW,2020,TV-G,1,9461
romance,SHOW,2016,TV-PG,3,9454
action,SHOW,2013,TV-G,3,9452
music,SHOW,2022,TV-MA,3,9419
family,SHOW,2018,TV-14,2,9402
comedy,SHOW,2002,TV-14,2,9366
war,SHOW,2021,TV-14,2,9285
family,SHOW,2019,TV-Y7,5,9276
scifi,SHOW,2013,TV-G,2,9264
comedy,MOVIE,1994,PG,1,9208
history,MOVIE,2013,,2,9198
crime,MOVIE,2018,PG,2,9197
comedy,MOVIE,2018,NC-17,1,9139
drama,MOVIE,2018,NC-17,1,9139
romance,MOVIE,2018,NC-17,1,9139
action,SHOW,2019,TV-Y7,6,9131
crime,MOVIE,1990,,2,9102
thriller,MOVIE,2004,,4,9070
thriller,SHOW,2011,TV-14,1,9055
history,SHOW,2019,TV-PG,2,9023
sport,MOVIE,2018,PG-13,4,9013
crime,SHOW,2019,,8,9011
animation,MOVIE,2009,PG-13,2,9008
european,MOVIE,2018,PG,5,8981
action,MOVIE,1990,,1,8902
sport,MOVIE,2021,PG,3,8833
romance,MOVIE,2005,,2,8797
thriller,MOVIE,2007,,2,8771
european,SHOW,2012,TV-MA,1,8718
documentation,SHOW,2021,,6,8596
action,MOVIE,2004,PG-13,2,8585
animation,MOVIE,2004,PG-13,2,8585
fantasy,MOVIE,2004,PG-13,2,8585
fantasy,MOVIE,2019,PG,3,8539
animation,MOVIE,2005,,1,8536
comedy,SHOW,2014,TV-G,5,8529
western,MOVIE,2020,R,1,8517
family,SHOW,2014,TV-G,4,8507
action,MOVIE,2004,,3,8472
comedy,MOVIE,2014,G,3,8463
drama,MOVIE,1999,G,1,8454
family,MOVIE,1999,G,1,8454
fantasy,MOVIE,1999,G,1,8454
romance,MOVIE,1999,G,1,8454
reality,SHOW,2020,TV-PG,4,8451
war,MOVIE,1998,PG-13,2,8422
crime,SHOW,2018,TV-PG,2,8407
drama,MOVIE,1981,R,1,8374
romance,MOVIE,1981,R,1,8374
animation,MOVIE,2014,G,3,8368
family,MOVIE,2014,G,2,8345
fantasy,MOVIE,2014,G,2,8345
crime,SHOW,2016,,1,8343
thriller,SHOW,2016,,1,8343
crime,MOVIE,2002,,1,8309
thriller,MOVIE,2002,,1,8309
documentation,SHOW,2018,TV-PG,5,8297
war,MOVIE,2021,,1,8270
romance,MOVIE,2011,PG,1,8222
music,MOVIE,2019,PG-13,3,8176
comedy,SHOW,2005,TV-Y7,1,8172
drama,SHOW,2005,TV-Y7,1,8172
western,SHOW,2017,TV-MA,2,8138
reality,SHOW,2021,TV-PG,13,8091
sport,SHOW,2012,TV-14,1,8052
sport,MOVIE,2016,,3,8050
romance,MOVIE,2010,G,2,8028
reality,SHOW,2019,,7,8000
sport,MOVIE,2019,PG-13,3,7890
crime,MOVIE,2008,PG,1,7884
documentation,MOVIE,2013,R,1,7873
scifi,SHOW,2015,TV-Y7,3,7854
family,SHOW,2015,TV-G,5,7833
war,SHOW,2016,TV-MA,1,7831
animation,MOVIE,2008,PG-13,3,7813
fantasy,MOVIE,2008,PG-13,3,7813
drama,MOVIE,2014,G,1,7812
scifi,MOVIE,2014,G,1,7812
thriller,SHOW,2021,TV-14,4,7786
comedy,MOVIE,2011,G,1,7686
drama,MOVIE,2011,G,1,7686
family,MOVIE,2011,G,1,7686
documentation,MOVIE,2008,R,1,7585
horror,MOVIE,2008,R,1,7585
history,SHOW,2022,TV-14,2,7582
comedy,SHOW,2020,,8,7558
action,MOVIE,1998,PG,1,7557
crime,MOVIE,1998,PG,1,7557
thriller,MOVIE,1998,PG,1,7557
drama,MOVIE,2000,PG-13,1,7556
romance,MOVIE,2000,PG-13,1,7556
european,SHOW,2002,TV-14,1,7539
family,SHOW,2016,TV-14,3,7522
family,MOVIE,2010,G,2,7430
fantasy,SHOW,2020,TV-PG,1,7376
action,SHOW,2019,,7,7366
comedy,SHOW,2018,,9,7358
family,MOVIE,2012,G,2,7347
romance,MOVIE,2010,,4,7261
romance,MOVIE,2014,R,1,7179
drama,MOVIE,2010,G,2,7134
european,SHOW,2017,TV-14,4,7126
crime,SHOW,2014,TV-MA,3,7010
animation,MOVIE,2012,PG-13,1,7002
scifi,MOVIE,2022,R,1,6986
comedy,SHOW,2019,TV-Y7,7,6982
scifi,MOVIE,2016,,4,6962
family,MOVIE,2016,,5,6946
documentation,SHOW,2021,TV-PG,7,6914
music,MOVIE,2013,PG-13,1,6898
european,SHOW,2012,TV-14,2,6864
romance,SHOW,2012,TV-14,2,6858
animation,SHOW,2004,TV-G,2,6820
european,SHOW,2004,TV-G,2,6820
family,SHOW,2004,TV-G,2,6820
crime,SHOW,2022,TV-14,2,6817
action,SHOW,2018,,7,6795
sport,SHOW,2016,TV-MA,1,6789
comedy,SHOW,2016,TV-PG,6,6756
reality,SHOW,2016,TV-14,3,6753
drama,MOVIE,1998,,3,6721
action,SHOW,2004,TV-G,1,6700
comedy,SHOW,2004,TV-G,1,6700
fantasy,SHOW,2004,TV-G,1,6700
thriller,SHOW,2004,TV-G,1,6700
animation,SHOW,2020,TV-Y7,6,6687
family,SHOW,2020,,2,6650
comedy,SHOW,2020,TV-Y7,4,6609
family,SHOW,2020,TV-Y7,4,6609
romance,MOVIE,1998,,2,6592
romance,SHOW,2015,TV-14,2,6585
family,MOVIE,2013,PG-13,3,6585
fantasy,SHOW,2013,TV-G,3,6583
family,SHOW,2015,TV-14,1,6557
documentation,MOVIE,2014,R,2,6551
scifi,SHOW,2019,,9,6517
action,SHOW,2010,TV-Y7,1,6500
thriller,MOVIE,1994,,1,6465
thriller,SHOW,2018,,4,6465
action,SHOW,2022,TV-Y7,4,6436
animation,SHOW,2022,TV-Y7,4,6436
comedy,SHOW,2022,TV-Y7,4,6436
family,SHOW,2022,TV-Y7,4,6436
fantasy,SHOW,2022,TV-Y7,4,6436
crime,MOVIE,2011,PG,3,6415
drama,MOVIE,1999,,2,6400
music,MOVIE,2018,PG-13,2,6358
crime,MOVIE,2005,PG,1,6313
thriller,MOVIE,2005,PG,1,6313
family,SHOW,2018,TV-G,3,6307
fantasy,SHOW,2018,TV-G,3,6307
comedy,SHOW,2018,TV-G,4,6290
comedy,MOVIE,1985,,1,6285
reality,SHOW,2022,TV-MA,7,6272
family,SHOW,2017,TV-Y7,8,6224
comedy,MOVIE,1992,G,1,6199
crime,MOVIE,1992,G,1,6199
drama,MOVIE,1992,G,1,6199
fantasy,MOVIE,1992,G,1,6199
animation,MOVIE,2021,R,1,6165
war,MOVIE,2021,R,1,6165
drama,SHOW,2015,TV-Y7,1,6161
romance,MOVIE,2004,,3,6155
thriller,SHOW,2019,TV-Y7,2,6142
family,MOVIE,2018,G,6,6126
animation,SHOW,2016,TV-MA,1,6121
european,MOVIE,2018,G,2,6078
war,MOVIE,2007,,2,6071
war,MOVIE,2020,PG,1,6052
documentation,MOVIE,2006,,3,6032
horror,MOVIE,2013,,3,6022
european,SHOW,2014,TV-14,1,6018
animation,MOVIE,2010,PG-13,2,5983
fantasy,MOVIE,2010,PG-13,2,5983
scifi,SHOW,2021,TV-Y7,5,5950
comedy,MOVIE,1999,R,1,5943
animation,MOVIE,2020,G,8,5926
romance,SHOW,2013,TV-G,2,5852
documentation,MOVIE,1998,G,1,5834
action,SHOW,2020,TV-Y7,3,5830
sport,SHOW,2021,TV-MA,3,5824
drama,SHOW,2019,TV-Y7,4,5810
action,MOVIE,2020,NC-17,1,5809
fantasy,MOVIE,2020,NC-17,1,5809
scifi,MOVIE,2020,NC-17,1,5809
thriller,MOVIE,2020,NC-17,1,5809
scifi,SHOW,2020,,4,5784
fantasy,SHOW,2020,TV-Y7,2,5765
scifi,SHOW,2020,TV-Y7,2,5765
thriller,MOVIE,2016,PG,2,5731
drama,SHOW,2021,TV-Y7,4,5704
music,MOVIE,2017,PG,3,5676
action,SHOW,2014,TV-G,2,5656
drama,SHOW,2020,TV-PG,2,5645
animation,MOVIE,2007,PG-13,2,5627
comedy,MOVIE,1990,,2,5626
drama,MOVIE,1993,,5,5623
comedy,MOVIE,2008,G,1,5588
drama,MOVIE,2008,G,1,5588
romance,MOVIE,2008,G,1,5588
crime,SHOW,2019,TV-Y7,1,5557
thriller,SHOW,2021,,3,5529
crime,MOVIE,2016,PG,1,5501
romance,MOVIE,2022,PG-13,2,5461
horror,SHOW,2017,TV-14,2,5446
documentation,SHOW,2017,TV-G,2,5442
reality,MOVIE,2018,,2,5423
crime,SHOW,2017,,3,5418
sport,MOVIE,2012,G,1,5411
comedy,SHOW,2010,,2,5408
horror,MOVIE,2005,,1,5309
scifi,MOVIE,2005,,1,5309
family,MOVIE,2005,,2,5287
music,SHOW,2020,TV-MA,4,5279
romance,MOVIE,1990,,1,5273
scifi,SHOW,2014,TV-G,1,5245
romance,SHOW,2019,TV-Y7,3,5225
Missing Genre,SHOW,2018,TV-MA,1,5194
action,SHOW,2008,TV-14,1,5172
fantasy,SHOW,2008,TV-14,1,5172
horror,SHOW,2008,TV-14,1,5172
scifi,SHOW,2008,TV-14,1,5172
scifi,SHOW,2018,TV-G,3,5164
animation,MOVIE,2021,G,6,5156
family,SHOW,2019,TV-14,3,5152
documentation,MOVIE,1979,R,1,5141
war,SHOW,2018,TV-14,2,5134
sport,MOVIE,2017,PG-13,1,5122
romance,SHOW,2020,,6,5118
romance,MOVIE,2003,,2,5112
action,SHOW,2003,TV-G,1,5109
animation,SHOW,2003,TV-G,1,5109
comedy,SHOW,2003,TV-G,1,5109
family,SHOW,2003,TV-G,1,5109
fantasy,SHOW,2003,TV-G,1,5109
romance,SHOW,2003,TV-G,1,5109
scifi,SHOW,2003,TV-G,1,5109
thriller,SHOW,2003,TV-G,1,5109
animation,MOVIE,2022,PG-13,2,5105
music,MOVIE,2014,,2,5082
documentation,SHOW,2017,,7,5082
sport,MOVIE,2021,PG-13,2,5075
fantasy,SHOW,2017,TV-Y7,7,5074
scifi,SHOW,2016,,2,5073
animation,MOVIE,2011,PG-13,1,5021
crime,MOVIE,2013,PG,1,5019
thriller,MOVIE,2013,PG,1,5019
music,SHOW,2020,TV-PG,3,4986
horror,SHOW,2016,,1,4985
animation,MOVIE,2018,,6,4976
action,SHOW,1984,TV-Y,1,4948
animation,SHOW,1984,TV-Y,1,4948
comedy,SHOW,1984,TV-Y,1,4948
drama,SHOW,1984,TV-Y,1,4948
family,SHOW,1984,TV-Y,1,4948
fantasy,SHOW,1984,TV-Y,1,4948
music,SHOW,1984,TV-Y,1,4948
sport,MOVIE,2019,PG,3,4945
action,SHOW,1998,TV-Y7,1,4936
animation,SHOW,1998,TV-Y7,1,4936
comedy,SHOW,1998,TV-Y7,1,4936
drama,SHOW,1998,TV-Y7,1,4936
family,SHOW,1998,TV-Y7,1,4936
fantasy,SHOW,1998,TV-Y7,1,4936
romance,SHOW,1998,TV-Y7,1,4936
scifi,SHOW,1998,TV-Y7,1,4936
family,MOVIE,2022,PG-13,1,4932
horror,MOVIE,2022,PG-13,1,4932
history,SHOW,2012,TV-14,1,4923
thriller,SHOW,2012,TV-14,1,4923
family,MOVIE,2021,G,4,4898
comedy,MOVIE,2021,G,3,4874
comedy,MOVIE,2017,G,3,4863
romance,MOVIE,2017,G,3,4863
action,SHOW,2018,TV-G,2,4784
drama,SHOW,2010,,1,4764
animation,SHOW,2022,TV-MA,1,4761
fantasy,SHOW,2021,,3,4758
reality,SHOW,2020,,10,4747
horror,SHOW,2021,TV-14,3,4745
comedy,MOVIE,1995,G,2,4734
comedy,MOVIE,1998,,3,4724
reality,SHOW,2015,TV-MA,2,4634
animation,SHOW,2017,TV-Y7,11,4627
crime,MOVIE,1993,,3,4625
reality,SHOW,2021,TV-14,9,4616
war,MOVIE,2005,,3,4591
action,SHOW,2003,TV-Y7,1,4577
animation,SHOW,2003,TV-Y7,1,4577
comedy,SHOW,2003,TV-Y7,1,4577
drama,SHOW,2003,TV-Y7,1,4577
family,SHOW,2003,TV-Y7,1,4577
fantasy,SHOW,2003,TV-Y7,1,4577
scifi,SHOW,2003,TV-Y7,1,4577
thriller,SHOW,2003,TV-Y7,1,4577
thriller,MOVIE,2014,PG,2,4540
scifi,SHOW,2017,TV-Y7,7,4524
european,SHOW,2012,TV-Y7,1,4519
fantasy,SHOW,2019,,4,4511
documentation,MOVIE,2017,G,2,4508
family,SHOW,2019,,5,4490
family,MOVIE,2014,,4,4489
european,MOVIE,2017,G,1,4483
comedy,SHOW,2000,TV-PG,1,4482
drama,SHOW,2000,TV-PG,1,4482
animation,SHOW,2019,TV-14,4,4480
romance,MOVIE,2012,,2,4478
comedy,SHOW,2017,TV-Y7,10,4464
history,MOVIE,2021,PG,1,4458
thriller,MOVIE,2021,PG,1,4458
animation,SHOW,2013,TV-Y,4,4439
animation,MOVIE,2019,PG-13,3,4436
comedy,SHOW,2020,TV-PG,4,4434
animation,SHOW,2018,TV-G,2,4393
comedy,MOVIE,1958,,1,4385
crime,MOVIE,1958,,1,4385
